country,genre,topic,author,name,description,year
čeští,dobrodružná literatura,dobrodružství,Martin Vopěnka,Spící město,"Co kdybyste jednoho rána zjistili, že vaši rodiče nejsou k probuzení? Přesně tak začíná napínavý příběh Spícího města. Čtyři vyděšení sourozenci Kryštof, Samuel, Kristýna a Ema postupně zjišťují, že nespí jen jejich rodiče, ale úplně všichni lidé, kteří kdy měli děti. Všude zavládne chaos, na ulicích přestane být bezpečno a děti nevědí, co dělat. Musí se ale o sebe postarat. Tím spíš, když toho nejmladšího, Samuela, někdo odveze neznámo kam. Nastává dobrodružná cesta za záchranou malého brášky. Děti během ní poznávají, jak je důležité držet při sobě, pomáhat si a nedat se. Shledají se všichni sourozenci? A probudí se jejich rodiče z podivného spánku? ",2011
čeští,dobrodružná literatura,život,Eduard Bass,Cirkus Humberto,"Bass zde na pozadí cirkusu sleduje tři generace cirkusáků. Ústřední postavou je Vašek Karas, syn šumavského zedníka, který odejde k cirkusu, nakonec se ožení s dcerou ředitele a sám se později stane ředitelem cirkusu, předtím však vystřídá mnoho různých profesí u cirkusu.",1941
čeští,dobrodružná literatura,dobrodružství,Vojtěch Matocha,Prašina,"Prašina je tajuplné místo, temný ostrov uprostřed zářící Prahy. Nikdo neví proč, ale na Prašině nefunguje elektřina. Lampy tu nesvítí, tramvaje nejezdí, rádio nehraje, mobil je bez signálu. A v téhle strašidelné čtvrti pátrá Jirka se svými kamarády Tondou a En po dávném tajemství, kte ré by mohlo změnit svět. Jejich dobrodružství je o to nebezpečnější, že při něm musejí čelit partě všeho schopných dospělých chlapů, kteří mají stejný cíl. Foglarovsky laděný a mimořádně napínavý příběh doplňují ilustrace, které čtenáře vezmou přímo do nitra Prašiny.",2018
zahraniční,román,život,John Green,Hvězdy nám nepřály,"Hazel diagnostikovali ve třinácti letech rakovinu. Teď je jí šestnáct a rakovina je v posledním stadiu. Nikdo neví, jak dlouho bude žít, ale vědí, že smrt je nevyhnutelná. Hazel tráví dny sledováním nekonečného pořadu Amerika hledá topmodelku a čtením oblíbené knížky od holandského spisovatele Petera Van Houtena. Začne z donucení rodičů chodit do podpůrné skupiny, kde se schází lidé s rakovinou. Tam se seznámí s okouzlujícím Augustem Watersem, jenž vyšel z boje s rakovinou s amputovanou nohou. Začnou spolu trávit čas a Gus probudí v Hazel chuť znovu žít. Hazel si ale uvědomuje, že může každým dnem zemřít, proto se do Guse bojí zamilovat - nechce mu svým odchodem zlomit srdce. Gus ji ale přesvědčí, že by si krásu zamilovanosti měli užít právě proto, jak málo času jim oběma zbývá.",2012
zahraniční,román,dospívání,John Green,Hledání Aljašky,"Šestnáctiletý Miles, posedlý sbíráním posledních slov významných osobností a touhou hledat „velké Možná“, je spíše outsiderem mezi svými vrstevníky. Jeho život získá zcela novou podobu, když přejde na internátní školu Culver Creek. Zde se rychle spřátelí se svérázným spolubydlícím a okouzlující, naprosto nepředvídatelnou Aljaškou Youngovou. Okamžitě je vtažen do světa, kde se porušují školní pravidla, pořádají různé večírky i provokace. Miles ožívá v dennodenním kontaktu s novými kamarády a stále víc miluje fascinující Aljašku. A tak vývoj směřuje k okamžiku, kdy se všechno nečekaně navždy změní... Živý, naléhavý a nekonečně dojemný příběh. ",2005
čeští,cestopis,cestování po Česku,Ladislav Zibura,Prázdniny v Česku,"Výlet za vším, co jste o Česku nevěděli. Vydejte se s Ladislavem Ziburou na dvouměsíční výlet po českých luzích a hájích a připomeňte si, v jak rozmanité a krásné zemi žijeme. Můžete se těšit na vyprávění plné zajímavostí, pozoruhodných příběhů z naší historie a setkání se svéráznými lidmi. Navštívíte všech čtrnáct českých krajů, načerpáte tipy na vlastní výpravy a jako obvykle se také od srdce zasmějete. Tak přisedněte do roztomilého bílého autíčka a nezapomeňte se připoutat! Váš řidič je začátečník.",2021
čeští,cestopis,cestování po světě,Ladislav Zibura,40 dní pěšky do Jeruzaléma,"Autor v létě 2014 hodil batoh na záda a vydal se na pouť do Jeruzaléma. Bez mapy a orientačního smyslu pěšky ušel 1 400 kilometrů napříč rozpálenou krajinou Turecka a Izraele, stanul pod Zdí nářků a prožil největší dobrodružství svého života. Těšit se můžete na vyprávění kavárenského povaleče, který vám svým laskavě nekorektním humorem dokáže, že poutník rozhodně nemusí být katolík, asketa ani nudný člověk.",2015
čeští,cestopis,cestování po světě,Ladislav Zibura,Už nikdy pěšky po Arménii a Gruzii,"Ladislav Zibura se vydává do těch nejzapadlejších vesnic, aby mohl poslouchat příběhy místních a načerpat něco z jejich
moudrosti. Alkohol teče proudem a mladý dobrodruh důvěrně poznává kulturu plnou pohostinnosti, rozhodných slov a sovětské nostalgie. Své zážitky z kavkazského putování líčí s tradičním humorem a sebeironií, pro které ho čtenáři nenávidí a milují.",2017
čeští,cestopis,cestování po světě,Martin Úbl,Neuvěřitelné příhody z hor,"Co se stane, když expedici vede gumové kuře? Jaké jsou typické sny na treku? Jak to dopadá, když chlapec vezme svoji přítelkyni na 14 dní mimo civilizaci? Ač se může na první pohled zdát, že se úsměvné a někdy až k smíchu přivádějící příběhy z této knihy odehrávají v čistě horsk ém prostředí, není tomu tak. Během čtení čtenář zjistí, že jsou to příběhy napsané životem a o životě každého z nás. A jako i v životě, tak i na horách zdoláváte vrcholy i pády, ale s partou kamarádů jde všechno líp.",2017
čeští,cestopis,cestování po světě,Martin Úbl,Lehce neuvěřitelné příhody z hor,"Nová dávka neuvěřitelných příhod z hor, které mohou na horách potkat i vás. Jak přežít týdny v divočině bez jakékoliv pomoci? Proč netrhat medvědům borůvky? Jak vylézt na šestitisícovku, když se vám zrovna nechce? Hory! Bažiny! Brody! Jezera! Žádná cesta! Déšť a dinosauři! Kniha o tom, jak rozdýchat hory, sebe, své kamarády a navíc se přitom výborně bavit.
Jak přežít týdny v divočině bez jakékoliv pomoci? Proč netrhat medvědům borůvky? Jak vylézt na šestitisícovku, když se vám zrovna nechce? Čtěte, a dozvíte se.",2020
čeští,cestopis,cestování po Česku,Martin Úbl,Stezka Českem: Může jít každý,"První oficiální přechod po hranicích republiky. Kniha je kombinací průvodce, cestopisů, faktografických informací, turistických tipů ohledně trasy a oficiálního přechodu po hranicích republiky, která tvoří tisícikilometrovou trasu po jižní hranici a tisícikilometrovou po hranici severní.Kniha obsahuje jednak informativní kapitoly, ve kterých jsou popsány jednotlivé etapy, rady, jak se připravit na cestu, na co si dát pozor nebo tipy na nejkrásnější místa, ale také motivační kapitoly psány lidmi, kteří se rozhodli na Stezku vypravit. Samostatná kapitola je věnována Trail Angels, lidem, kteří ve svém volném čase dobrovolně pomáhají poutníkům na Stezce. Dočtete se ale také, na jakých principech a zásadách je Stezka založena, o Klubu českých turistů nebo třeba o udržitelném turismu.",2022
čeští,cestopis,cestování po světě,Tomáš Vejmola,Tomík na cestách,"Dopravní prostředek si vybral vskutku netradiční – tuk-tuk starý 35 let, který si pořídil v Thajsku. Odtud vyrazil přes Myanmar, Indii, Nepál, Írán, Turecko a další země, dokud po 13 000 kilometrech nedorazil do roka a do dne do České republiky. O výjimečné zážitky a neuvěřitelné situace neměl nezkušený Tomík nouzi: nabídky k sňatku, útěk před slonem, příšerní Indové, ale i nádherný Írán. To vše vám Tomík povypráví s humorem a nadsázkou.",2019
čeští,cestopis,cestování po Česku,Petr Nazarov,Pěšky kolem Česka,"40 dní, 1036 kilometrů. Pohodové vyprávění o putování českou krajinou a cestě do vlastní duše.\nAutor se vydává z nejvýchodnějšího bodu naší vlasti u Mostů u Jablunkova do bodu nejzápadnějšího u Aše. Překonává téměř 20 tisícimetrových vrcholů a musí se vypořádat s rozmary poč así i s řadou překážek. Zároveň potkává skvělé lidi, kteří mu nejednou nabídnou pomoc. Cesta mu přináší hluboké poznání, radost, důvěru v sebe sama a pocit svobody. Druhou polovinu trasy s ním absolvuje veselá čtyřnohá parťačka, border kolie Bublina. Kniha je inspirací pro každého, kdo touží po dobrodružství a sebepoznání.",2024
čeští,cestopis,cestování po světě,Petra Braunová,3333 km k Jakubovi,"Před prázdninami Mirek dostane od táty nečekanou a nevšední nabídku - dobrodružnou výpravu přes několik států, končící ve Španělsku. Je to cesta svatého Jakuba s cílem v Santiagu de Compostela. Musí se ovšem ujet 3333 km - na kole! Mirek výzvu přijme. Náročné a nepohodlné putování se nakonec pro bohémského otce i pubertálního syna stane zásadním zlomem v životě.",2014
čeští,cestopis,cestování po světě,Lucie Kutrová,151 dní po evropských stezkách,"Cestopis po evropských trailech, ale také putování životem holky, které hory, láska a bucket list změnily život. Nečekejte jen tu krásnou stránku, Lucie je ochotná se podělit i o ten opravdový život, někdy krutý a jindy nespravedlivý. Inspirujte se a vydejte se na delší přechod, než je ten od gauče k lednici, nebo od domu do práce. Zkuste si prožít tu volnost, kdy jste to jen vy, těžký batoh, skvělá nálada a hory. Ale pozor! Lůca varuje, že když vyjdete jednou, nebude to naposledy.",2021
čeští,cestopis,cestování po světě,Lucie Kutrová,151 dní Pacifickou hřebenovkou,"Lucie je holka, která se rozhodla projít Pacific Crest Trail, dle spousty lidí nejnáročnější dálkovou pěší trasu na světě, vedoucí z Kalifornie přes Oregon a Washington až ke kanadským hranicím (4 300 km). A povedlo se jí to. A přežila to. A že to párkrát bylo o vlásek.A ve své knize nepíše jen o tom, jaké to bylo, jít bez přípravy divočinou, ale taky o tom, jak taková věc člověka změní. A že když se pro něco rozhodnete a zatnete zuby, dokážete všechno. ",2019
čeští,cestopis,cestování po Česku,Lucie Kutrová,151 příběhů na Stezce Českem,"Pojďte si projít celou naši krásnou republiku a užít si přes 2000 km po českých kopcích a malebných vesničkách. Lucie je postrach ulice a na jejích cestách nikdy nechybí krizové situace, jež však většinou zvládne vyřešit s humorem, který jí není cizí. Uvidíte, kolik láskyplných lidí na cestě Lucie potká a s kým vším se seznámí.Na cestu s Lucií vyráží její největší parťák – sibiřský husky Marvel. Ale nebude jediný, kdo se k ní připojí. Nechá se zase ukecat brácha, který nesnáší šlapání do kopců? Přijedou kamarádky s dětmi? Připojí se 12letá holčička, která všem vytře zrak? Bude se partnerovi Lůcy stýskat více po Marvelovi, nebo po ní? Přijede i Marvelův tatínek? Kamarád, co miluje lezení a nesnáší chození? Kámoška s dalším huskym? Náhodní kolemjdoucí z přednášky? Guru lásky?",2023
čeští,cestopis,cestování po světě,Monika Benešová,Moje Pacifická hřebenovka,"Na Pacifickou hřebenovku se ročně vydá několik tisíc lidí, ale dokončí ji jen desetina z nich. Monika patří mezi ně. A to byla ještě před nedávnem bledou pacientkou s vážnými zdravotními a psychickými problémy. Přesto se rozhodla změnit život a splnit si sen – projít pěšky celou Ameri ku. Postavila se nemoci, poušti, omrzlinám, medvědům i pumám, které potkávala, když putovala sama divočinou. Pacifická hřebenovka ji tvrdě zkoušela. Naučila ji ale nevzdávat se.",2022
zahraniční,cestopis,cestování po světě,Cheryl Strayed,Divočina,"Pozoruhodně upřímný autobiografický příběh ženy, která se po traumatických událostech rozhodne vyrazit na 1 770 kilometrů dlouhou pěší pouť.\nV šestadvaceti letech si Cheryl Strayedová, po smrti své matky a krachu svého manželství, myslela, že přišla o vše. Měla pocit, že již nemá co ztratit a učinila nejimpulzivnější rozhodnutí svého života: odhodlala se sama ujít vysokohorskou trasu Pacifik Crest Trail od Mohavské pouště přes celou Kalifornii a Oregon až do státu Washington. \nHrdinka, bez jakýchkoli znalostí o přežití v divoké přírodě, se nevyhne střetnutí s chřestýši a medvědy, překonává úmorná vedra či rekordní sníh. Napínavé vyprávění okořeněné humorem živě zachycuje strach i radost mladé ženy tvrdě si razící cestu k cíli navzdory mizivé šanci na úspěch. Pouť ji téměř dožene k šílenství.",2013
zahraniční,cestopis,cestování po světě,Peter Popluhár,Kde všude jsem (ne)zemřel,"Série autobiografických tragikomických povídek cynického hypochondra Petra Popluhára, který se na svých cestách po Africe, Asii a Americe dostává do katastrofálních situací, potkává nepříjemné lidi a bojuje s nejrůznějšími pohromami, včetně extrémních střevních infekcí a těžké mal árie. Přestože se několikrát loučí se životem, příběhy nepostrádají nadhled a humor. Však ho to přejde, až tam jednou opravdu zemře! Peter Popluhár je slovensko-maďarský internetový bavič (v podstatě youtuber, ale nerad to přiznává před dospělými), cestovatel a neuvěřitelný smolař. Vystudoval finance na Masarykově univerzitě v Brně, což bylo na nic, protože hned po promoci se začal naplno věnovat natáčení mediálních a cestovatelských videí. Jeho projekty, které se vyznačují jemně nekorektním humorem, dosáhly od roku 2007 milionů zhlédnutí a získaly si tisíce fanoušků nejen na Slovensku, ale i v zahraničí. V současné době pracuje na anglickém kanálu YouTube PPPeter a jeho slovenském ekvivalentu PPPíter.",2024
zahraniční,cestopis,cestování po světě,Edward Michael Grylls,Vzhůru - Pozoruhodná cesta k vrcholu Mount Everestu,"Bear Grylls jako nejmladší Brit v dějinách popisuje výstup na nejvyšší horu světa Mount Everest.\nAutor mj. poutavě líčí dlouhé období pobytu v základním táboře pod Mount Everestem, kdy čekali na lepší počasí aby mohli podniknout další cesty do výškových táborů, a posléze na vrchol. Poutavým způsobem líčí atmosféru vysokohorského prostředí, popisuje překrásné přírodní scenérie, charakterizuje rázovité osobnosti svých přátel a dalších horolezců, stejně jako fyzické i psychické utrpení. Ve svých 23 letech se Bear Grylls stal nejmladším Britem, který vystoupil na vrchol této nejvyšší hory světa.",2011
zahraniční,cestopis,cestování po světě,Jon Krakauer,Útěk do divočiny,"Ihned poté, co Christopher McCandless dostudoval vysokou školu, věnoval všechny své peníze na dobročinné účely, sbalil si věci a začal se toulat po Americe. Když v dubnu 1992 dorazil na Aljašku, opustil své auto, spálil hotovost, která mu ještě zbývala, a bez mapy a dalších pomůcek se vydal do divočiny – žít po vzoru Londona, Tolstého nebo Thoreaua. O čtyři měsíce později našli v rozbitém odstaveném autobuse jeho vychrtlé mrtvé tělo. Jeho příběh hluboce zaujal novináře, spisovatele, horolezce a dobrodruha Jona Krakauera, který mapuje celé McCandlessovo putování, dává slovo lidem, s nimiž se mladík setkal, cituje jeho deník, dopisy či podtrhaná místa v knihách. Hledá mladíkovy motivy i důvody jeho selhání. Útěk do divočiny není pouhou rekonstrukcí možných událostí. Je napínavým příběhem, který dokládá autorovo dokonalé vcítění – rozpravou o lidské touze po riziku, volnosti a čistém životě v souladu s přírodou.",1999
čeští,povídky,životní moudrost,Karel Čapek,Povídky z jedné kapsy,"Sborník detektivních povídek z pera Karla Čapka patří ke skvostům české moderní prózy a právem náleží do zlatého fondu české literatury. Příběhy s kriminální zápletkou autor povýšil na studie člověčenství, které dokáží vždy překvapit a zaujmout.",2000
čeští,povídky,životní moudrost,Karel Čapek,Povídky z druhé kapsy,"Povídky z druhé kapsy napsal Karel Čapek v roce 1929 inspirován denními zprávami. V těchto detektivně laděných prózách se autor projevil jako dokonalý znalec řeči příslušníků různých společenských vrstev a povolání. Mají podobné náměty jako Povídky z první kapsy: odhalování zločinů, hledání spravedlnosti a její vykonávání. Mají však daleko širší dosah než první kniha povídek. Čapek v nich zdůraznil význam vzájemných vztahů mezi lidmi a vyslovil svoji pevnou víru v člověka opravdu lidského.",2007
čeští,povídky,humor,Jaroslav Hašek,Povídky,"Duchovní otec Švejka zahájil svou spisovatelskou dráhu drobnými povídkami, črtami a humoreskami, které publikoval v časopisech. Vybrali jsme řadu, která vycházela v Humoristických listech. Autor v nich navázal na tradici lidového šibalského humoru, kterou potom dále rozvíjel a přivedl až k dokonalosti.",2009
čeští,povídky,dospívání,kolektiv autorů,Kapuce od mikiny,"Kapuce od mikiny je sbírka povídek určených především pro náctileté. Texty povídek upozorňují na palčivá témata jako je jinakost, šikana, život s handicapem, závislosti, poruchy příjmu potravy, materialismus či předsudky. Dotýkají se také otázek hodnot jako je čestnost, vnitřní svoboda, zodpovědnost, empatie, solidarita, pokora či laskavost",2022
čeští,poezie,historie,Karel Havlíček Borovský,Epigramy,"Epigramy vznikly během pobytu v Moskvě (1842-1845), kde Havlíček pracoval jako vychovatel v rodině profesora Pogodina.
Autor v díle satiricky kritizuje dobové společenské poměry. Komentuje nejrůznější pokrytecké postoje a zažité konvence, otevřeně poukazuje na rozpory mezi hlásanými „pravdami“ a skutečností.",1845
čeští,poezie,říše fantazie,Petr Nikl,Záhádky,"Komplexní umělecké dílo, které malé i větší čtenáře zavádí do světa hravé fantazie. Tentokrát jde Petr Nikl ještě o kousek dál – čtenář si bude moci sám skládat obrázky zvířat a fantaskních tvorů z jednotlivých rozstříhaných listů (hlavy, těla a nohou) a k tomu dotvářet texty.",2007
čeští,humorná próza,dětský svět,Vojtěch Steklač,Boříkovy lapálie - série,"Čtyři správní kluci z Holešovic Čenda, Aleš, Mirek a Bořík spolu zažívají neuvěřitelně veselé i dobrodružné příhody. Často se taky potýkají s nepřízní rodičů a třídní učitelky. Na rozdíl od třídního šprta Bohouška, který je mazánkem dospělých..",od 1970
čeští,humorná próza,dětský svět,Vojtěch Steklač,Pekelná třída,"Pekelná třída - to je parta, se kterou se seznámítei i ve třech knížkách boříkovských lapálií. Dozvíte se od ní, jak vnímají září, jak si celý školní rok zpestřují nejrůznějšími vylomeninami, co všechno je láká ve Stromovce, jak se potýkají se Zátoráky, jak si udělali mejdan, jak se vypořádávají se šplhounem Bohouškem, jak doma válčí s rodiči. Není divu, že jejich nebohá paní třídní učitelka, něžně přezdívaná Drábinka, se často chytá za hlavu a volá: ""Tahle třída, to je peklo!""",1978
čeští,humorná próza,dětský svět,Karel Poláček,Bylo nás pět,"Půvabná vyprávění o dobrodružstvích pěti nezbedných chlapců z malého českého městečka, psaná formou dětského deníku kupeckého synka Petra Bajzy.\nKlukovskýma očima viděný rok na maloměstě připomíná všechny sezónní dospělé i dětské zábavy, životní styl i hierarchii obyvatel ma lého města za první republiky.",1943
zahraniční,humorná próza,dětský svět,Jean-Jacques Sempé; René Goscinny,Mikulášovy patálie,"Mikuláš je malý nezbedný kluk s partou kamarádů, kupou bláznivých nápadů a úžasným dětským pohledem na svět. „Když jsem přišel domů, maminka mi vynadala, že jsem přišel pozdě na večeři. Když jsou takoví, tak tedy bez milosti: Zítra uteču z domova. Tatínek s maminkou se budou hrozně trápit a já se vrátím až za spoustu let a budu strašlivě bohatý a budu mít auto a letadlo!""",1964
zahraniční,humorná próza,dětský svět,Leo Calvin Rosten,Pan Kaplan má třídu rád,"Humoristický román odehrávající se v předválečném New Yorku, dílo, jehož humor spočívá v jazyku. Hrdinou knihy je evropský přistěhovalec, lidový mudrc pan Kaplan, který se, pokud jde o anglický originál, učí v New Yorku angličtině či spíše američtině, pokud jde o český překlad, učí se v témž prostředí češtině. Jde o knihu pro milovníky slov, slovních hříček a jazykových kouzel.",1937
zahraniční,humorná próza,dětský svět,Jeff Kinney,Deník malého poseroutky,"Když je vám tak jedenáct, může to být fakt opruz. A nikdo to neví líp než Greg Heffley, protože se najednou ocitl na víceletém gymplu, kde malí poseroutkové, jako je on, narážejí každý den na chodbách do kluků, kteří jsou větší, silnější a holit by se mohli dvakrát denně. Deník mal ého poseroutky není jen tak obyčejný deníček. Greg tenhle sešit dostal od mámy. A to přesto, že deníky jsou přece jenom pro holky! Takže si nemyslete, že to bude nějaké „milý deníčku“ tohle a „milý deníčku“ támhleto. Navíc tohle vlastně není deník, to jsou ZÁPISKY. Greg si prostě zapisuje a čmárá obrázky ke všemu, co se kolem něj děje. Píše o svém otravném starším bráchovi, o potrhlém kamarádu Rowleym, o každodenním boji o přežití ve škole, o jednom fakt děsivém domě hrůzy, o kreslení komiksů pro školní časopis a taky o Sejru... Jeff Kinney, autor a ilustrátor v jedné osobě, vytvořil hrdinu, který sice vypadá trochu neobvykle, ale na druhou stranu je to vlastně úplně normální puberťák.",2007
čeští,komiks,dobrodružství,Jaroslav Foglar,Stínadelská trilogie,"Souborné vydání komiksové Stínadelské trilogie obsahuje Záhadu hlavolamu, Stínadla se bouří a Tajemství Velkého Vonta. 
Vydejte se s partou Rychlých šípů na pořádnou dávku dobrodružství.",2023
čeští,komiks,dobrodružství,Jaroslav Foglar,Rychlé šípy,"V temných Stínadlech se cosi dalo do pohybu! Klub Rychlých šípů – Mirek Dušín, Jarka Metelka, Jindra Hojer, Červenáček a Rychlonožka – u toho nesmí chybět! Když chlapci poznají příběh zámečnického učně Jana Tleskače, podniknou nebezpečnou výpravu na nepřátelské území, kde je ukryt kovový hlavolam ježek v kleci. Rychlé šípy to však nebudou mít jednoduché. Stínadlům totiž vládne drsná parta Vontů...",2019
čeští,komiks,sport,Jan Novák,"Zátopek... když nemůžeš, tak přidej!","„Je to hranice bolesti a utrpení, která dělí chlapce od mužů,“ říkal Emil Zátopek. Právě posouvání mezí možností vlastního těla z něj udělalo fenomenálního běžce a jednoho z nejslavnějších sportovců historie. Když na olympijských hrách v Londýně v roce 1948 vyhrál běh na deset kilometrů a na pětikilometrové trati skončil druhý, nepovažoval to za velký úspěch. Z následující olympiády v Helsinkách přivezl tři zlaté medaile a stal se legendou, ale připsal si i důležitější vítězství – postavil se proti režimu za svého svěřence Stanislava Jungwirtha a prosadil, aby vůbec mohl na olympiádu odcestovat. ",2016
zahraniční,komiks,říše fantazie,Jeff Smith,Kůstek 1: Útěk z Kůstkova,"Mix Pána prstenů a animovaných filmů od Pixaru – tak by se dal popsat legendární fantasy epos Kůstek. Zavede vás do světa, který je plný prapodivných bytostí – věčně hladových krysáků, bojových včel, obřích rudých draků (s doutníkem) a agresivních babiček. Do světa krásného i nebezpečného. Příběh začíná úprkem tří podivných bytostí z rodného města, pokračuje závodem krav a končí bojem o osud světa s tajemným Pánem kobylek a jeho hordami. Je tu všechno, co má klasické fantasy mít (možná až na ten závod krav), jen ti hrdinové jsou na klasické fantasy tak trochu... zvláštní. Kůstek si rychle získal kultovní věhlas, veškerá možná ocenění a post jednoho z nejzásadnějších světových komiksů. Není divu, nabízí rozmáchlý příběh, ve kterém se mísí humor s emocemi, napětím a hororem a jedno plynule přechází v druhé. Příběh, který osloví absolutně každého. \n\n Toto je první díl z celé série.",2010
zahraniční,komiks,dobrodružství,Hergé,Tintinova dobrodružství,"Série komixů o belgickém reportérovi Tintinovi, který společně se svým věrným psem zažívá dobrodružství a vyšetřuje různé záhady po celém světě. /n Humorně pojaté příběhy doplňují propracované kresby.",od 1930
zahraniční,komiks,dobrodružství,Dan Johnson,Robinson Crusoe," Devatenáctiletý Robinson Crusoe není spokojen se svým klidným, ale nudným životem v Anglii. Tak rád by se plavil po moři a poznával svět. Jeho touha po dobrodružství ho přiměje bez rozloučení s rodiči opustit rodnou zemi a vydat se do cizích krajů. Během následujících pěti let poznává mnoho míst a lidí, ale především sám sebe. Zažije několik nebezpečných situací na moři i na pevnině, a tak si začíná pohrávat s myšlenkou, že se usadí. Ale jeho dobrodružná povaha ho ještě jednou přiměje nasednout na loď. Tentokrát má však ztroskotání lodi katastrofální následky a Robinson se jako jediný z posádky zachrání na zdánlivě opuštěném ostrově. Je možné, aby v takové situaci člověk sám přežil? Podaří se mu ostrov opustit, nebo na něm bude muset zůstat?",2010
zahraniční,komiks,technika,Edward Ross,Paříme - Komiksová historie videoher,"Od chvíle, kdy poprvé spustil bratrovo zaprášené atari, se komiksový kreslíř Edward Ross zbláznil do videoher. Po letech si začal klást otázky: Čím jsou hry tak výjimečné? Proč je hrajeme? A jak hry ovlivňují náš svět? V publikaci vhodné pro malé i velké zájemce nás provází časem od průkopnických technických vynálezů ze čtyřicátých let až po moderní éru blockbusterových hitů a skvostů nezávislé scény. Fanoušci a fanynky se mohou těšit, že na stránkách spatří legendární hry jako Minecraft, Super Mario, Doom, Last of Us, God of War, Legend of Zelda, Grand Theft Auto, Tomb Raider nebo Fallout. \n\nCo nás hry jako Dungeons & Dragons nebo Bioshock učí o svobodné vůli a osobní odpovědnosti? Jak herní designéři vytvářejí krajiny, v nichž se chceme ztratit? Proč a jak se ovladače stávají prodloužením našich těl? Jak se proměnilo zobrazení žen či ras ve videohrách? A ve které zemi způsobila obliba arkádových automatů nedostatek drobných?",2024
zahraniční,komiks,dobrodružství,"Charles Dixon, Sean Deming",Hobit aneb Cesta tam a zase zpátky,"Hobit je příběh Bilba Pytlíka, klidného a spokojeného hobita, kterému se celý život obrátí vzhůru nohama, když se připojí k čaroději Gandalfovi a třinácti trpaslíkům na výpravě za ukradeným pokladem. Je to cesta plná nebezpečí - a na konci musí Bilbo samojediný čelit strážci tohoto pokladu, nejobávanějšímu draku v celé Středozemi...",2007
zahraniční,fantasy,nadpřirozno,Cassandra Clare,Nástroje smrti - Město z kostí,"Když se patnáctiletá Clary Frayová vydá do newyorského klubu Pandemonium, vůbec netuší, že se stane svědkyní vraždy, kterou navíc spáchají tři teenageři se zvláštním tetováním na těle a podivnými zbraněmi v rukou. Mrtvé tělo pak jednoduše zmizí. Nejde jen tak zavolat policii, když jsou vrahové pro všechny ostatní neviditelní a na místě činu nezbyla ani kapka krve, která by napověděla, že tu zemřel člověk. A byl to vůbec člověk? Zde se Clary poprvé setká s Lovci stínů, bojovníky, kteří mají chránit svět před démony. Během čtyřiadvaceti hodin je Clary vtažena do jejich světa, její matka totiž zmizí a na samotnou Clary zaútočí démon. Proč by se ale démoni zajímali o obyčejné lidi, jako je Clary a její matka? A jak je možné, že má Clary najednou „vnitřní zrak“? To by rádi věděli i Lovci stínů… Zábavné, odvážné a neotřelé fantasy od Cassandry Clareové slibuje svým čtenářům strhující čtení, s nímž nebudou chtít přestat. \n\n Toto je první díl z celé série.",2007
zahraniční,knihy pro mládež,dospívání,Sue Townsend,Tajný deník Adriana Molea,"První z oblíbené série deníků Adriana Molea zastihuje hlavního hrdinu ve věku třinácti a půl roku. Je to pro něj nelehká doba, puberta s ním cloumá, svět je plný hlupáků a zabedněnců, kteří pro jeho umělecké vzlety nemají špetku pochopení. On je však pevně rozhodnutý statečně nést těžký úděl intelektuála.\n\nA jako by neměl dost starostí sám se sebou, doma vrcholí rodinná krize, matka odchází a Adrian zůstává s otcem, nepraktickým smolařem, navíc právě propuštěným z práce. A do toho všeho se ještě Adrian smrtelně vážně zamiluje do Pandory. Uprostřed osobních trablů a zmatků však hrdina dokáže svérázným klukovským pohledem sledovat a s neodolatelným anglickým humorem komentovat vážné i nevážné problémy, které hýbou britskou společností.",1988
zahraniční,knihy pro mládež,dospívání,Markus Zusak,Zlodějka knih,"Příběh se odehrává v nacistickém Německu a líčí dospívání mladé dívky Liesel, která začíná nový život v pěstounské péči poté, co ji opustila matka. Příběh vypráví o Lieselině vztahu s pěstouny, s ostatními obyvateli města i s mladým židovským mužem, kterého se svou nově nalezenou rodinou ukrývá ve sklepě svého domu.",2005
zahraniční,knihy pro mládež,život,Christiane F.,My děti ze stanice ZOO,"Osud Christiane F. znají miliony čtenářů po celém světě. Vyrůstali s drásavou výpovědí třináctileté německé narkomanky o pekle závislosti na heroinu a prostituci. Kniha My děti ze stanice ZOO a stejnojmenný film z ní udělaly celebritu a změnily zásadně její život. Po pětatřiceti letec h se Christiane Felscherinow nechala přesvědčit novinářkou Sonjou Vukovic, aby vyprávěla, co bylo potom. Procházíme spolu s Christiane jejím bojem se závislostí na drogách, pobytem ve vězení, ale také setkáními s legendami amerického rocku a evropské literatury, šťastnými roky v Řecku a největším darem – narozením syna Phillipa.",2014
zahraniční,knihy pro mládež,nadpřirozeno,Lisa Jane Smith,Upíří deníky,"Tato série sleduje životy upírů a jejich interakce s lidmi v moderním světě. Hlavní postavy, jako je Elena Gilbert a Stefan Salvatore, se potýkají s láskou, zradou a nebezpečím, které přichází s jejich nadpřirozenými schopnostmi. Příběh je plný napětí, romantiky a dramatických zvratů. Čtenáři se ponoří do fascinujícího světa, kde se mísí realita s nadpřirozenem.",od 1991
